run,epoch,lambda_tv,train/box_loss,train/cls_loss,train/dfl_loss,train/det_loss,train/rsl_loss,weighted_rsl_loss,ratio_rsl_to_box,ratio_rsl_to_det,metrics/mAP50(B),metrics/mAP50-95(B)
e6p__lam-1e-4__s0,54,0.0001,0.97744,0.71825,1.12608,2.82177,0.08482,8.482000000000001e-06,8.677770502537241e-06,3.005914727281104e-06,0.68205,0.42123
e6p__lam-1e-4__s0,55,0.0001,0.96851,0.71279,1.1224,2.8037,0.08259,8.259e-06,8.52753198211686e-06,2.945750258586867e-06,0.68006,0.41587
e6p__lam-1e-4__s0,56,0.0001,0.96597,0.69866,1.11704,2.78167,0.08215,8.215e-06,8.504404898702859e-06,2.953261889440516e-06,0.68589,0.4243
e6p__lam-1e-4__s0,57,0.0001,0.96133,0.69887,1.11496,2.77516,0.08409,8.409e-06,8.747256405188645e-06,3.030095562057683e-06,0.68467,0.42163
e6p__lam-1e-4__s0,58,0.0001,0.95623,0.68776,1.10957,2.7535600000000002,0.08123,8.123e-06,8.494818192275916e-06,2.9499992736675428e-06,0.68086,0.42295
e6p__lam-1e-4__s0,59,0.0001,0.94376,0.68483,1.10687,2.73546,0.07837,7.837e-06,8.304017970670508e-06,2.8649660386187334e-06,0.69007,0.42832
e6p__lam-1e-4__s0,60,0.0001,0.93886,0.68077,1.09701,2.71664,0.07853,7.853000000000001e-06,8.364399377969027e-06,2.8907032216267157e-06,0.68861,0.4274
e6p__lam-1e-4__s0,61,0.0001,0.92319,0.66392,1.09651,2.6836200000000003,0.07985,7.985e-06,8.649357120419416e-06,2.9754585224435647e-06,0.68774,0.42261
e6p__lam-1e-4__s0,62,0.0001,0.93132,0.66376,1.09636,2.69144,0.07747,7.747e-06,8.318300906240606e-06,2.878384805160063e-06,0.69251,0.42878
e6p__lam-1e-4__s0,63,0.0001,0.92075,0.66157,1.09617,2.67849,0.07495,7.495e-06,8.140103176758078e-06,2.798218399172668e-06,0.68748,0.42271
e6p__lam-1e-4__s0,64,0.0001,0.91104,0.64595,1.08124,2.63823,0.07143,7.143e-06,7.840489989462593e-06,2.7074970719004786e-06,0.68355,0.42315
e6p__lam-1e-4__s0,65,0.0001,0.90931,0.64369,1.08547,2.63847,0.06717,6.716999999999999e-06,7.386919752339686e-06,2.545793584918532e-06,0.68976,0.4247
e6p__lam-1e-4__s0,66,0.0001,0.90352,0.64315,1.08072,2.62739,0.06589,6.589000000000001e-06,7.292588985301931e-06,2.507811935038194e-06,0.68934,0.42781
e6p__lam-1e-4__s0,67,0.0001,0.89247,0.62531,1.07422,2.592,0.06253,6.253e-06,7.006397974161597e-06,2.412422839506173e-06,0.69369,0.4292
e6p__lam-1e-4__s0,68,0.0001,0.88329,0.62626,1.07021,2.5797600000000003,0.05809,5.809000000000001e-06,6.576549038254708e-06,2.251759853629795e-06,0.69125,0.43448
e6p__lam-1e-4__s0,69,0.0001,0.88372,0.61277,1.06426,2.56075,0.05914,5.9140000000000005e-06,6.692164939120989e-06,2.309479644635361e-06,0.68791,0.42512
e6p__lam-1e-4__s0,70,0.0001,0.87236,0.61855,1.06619,2.5571,0.06073,6.073e-06,6.961575496354716e-06,2.374956004849243e-06,0.68667,0.42835
e6p__lam-1e-4__s0,71,0.0001,0.88387,0.61233,1.06465,2.5608500000000003,0.05902,5.902e-06,6.6774525665539054e-06,2.304703516410567e-06,0.69606,0.43269
e6p__lam-1e-4__s0,72,0.0001,0.86339,0.60048,1.05743,2.5213,0.056,5.600000000000001e-06,6.486060760490625e-06,2.221076428826399e-06,0.68931,0.42804
e6p__lam-1e-4__s0,73,0.0001,0.86555,0.60236,1.06627,2.53418,0.05576,5.576e-06,6.4421466119808204e-06,2.2003172623886226e-06,0.68802,0.42447
e6p__lam-1e-4__s0,74,0.0001,0.85529,0.58667,1.055,2.4969599999999996,0.05454,5.454e-06,6.376784482456242e-06,2.184256055363322e-06,0.68841,0.42561
e6p__lam-1e-4__s0,75,0.0001,0.85693,0.59398,1.05211,2.5030200000000002,0.05327,5.327e-06,6.216377066971631e-06,2.1282290992481082e-06,0.686,0.42564
e6p__lam-1e-4__s0,76,0.0001,0.84695,0.58768,1.05088,2.4855099999999997,0.05037,5.037e-06,5.94722238620934e-06,2.026545859803421e-06,0.68056,0.42531
e6p__lam-1e-4__s0,77,0.0001,0.82943,0.57764,1.04551,2.45258,0.04995,4.9950000000000005e-06,6.022208022376814e-06,2.03663081326603e-06,0.69296,0.43089
e6p__lam-1e-4__s0,78,0.0001,0.84416,0.58141,1.04699,2.47256,0.04955,4.955e-06,5.86974033358605e-06,2.003995858543372e-06,0.69174,0.43188
e6p__lam-1e-4__s0,79,0.0001,0.83512,0.57091,1.04336,2.44939,0.04554,4.554e-06,5.453108535300316e-06,1.8592384226276745e-06,0.68714,0.42857
e6p__lam-1e-4__s0,80,0.0001,0.82918,0.57433,1.04249,2.4459999999999997,0.04468,4.468e-06,5.3884560650281e-06,1.8266557645134918e-06,0.69038,0.42933
e6p__lam-1e-4__s0,81,0.0001,0.8158,0.56271,1.03532,2.41383,0.04461,4.461e-06,5.468252022554548e-06,1.8481003218950798e-06,0.68544,0.42816
e6p__lam-1e-4__s0,82,0.0001,0.80584,0.56197,1.03118,2.39899,0.04312,4.312e-06,5.350938151494094e-06,1.797423082213765e-06,0.69374,0.43503
e6p__lam-1e-4__s0,83,0.0001,0.8077,0.55203,1.03024,2.38997,0.04219,4.219e-06,5.2234740621517885e-06,1.765294125030858e-06,0.68495,0.42773
e6p__lam-1e-4__s0,84,0.0001,0.80469,0.54616,1.03127,2.3821199999999996,0.04094,4.094e-06,5.087673514024034e-06,1.718637180326768e-06,0.69194,0.43288
e6p__lam-1e-4__s0,85,0.0001,0.7944,0.53725,1.02317,2.35482,0.04053,4.053e-06,5.101963746223565e-06,1.721150661197034e-06,0.69268,0.43406
e6p__lam-1e-4__s0,86,0.0001,0.79179,0.5482,1.02802,2.36801,0.04231,4.231000000000001e-06,5.343588577779463e-06,1.7867323195425697e-06,0.68972,0.43153
e6p__lam-1e-4__s0,87,0.0001,0.79991,0.55159,1.02866,2.38016,0.04312,4.312e-06,5.390606443224863e-06,1.811642914762033e-06,0.69366,0.4338
e6p__lam-1e-4__s0,88,0.0001,0.78761,0.53863,1.02597,2.3522100000000004,0.04368,4.3679999999999995e-06,5.545892002386967e-06,1.8569770556200335e-06,0.68835,0.42877
e6p__lam-1e-4__s0,89,0.0001,0.77548,0.52864,1.02296,2.32708,0.04233,4.233e-06,5.458554701604168e-06,1.8190178249136256e-06,0.68355,0.42763
e6p__lam-1e-4__s0,90,0.0001,0.77112,0.52319,1.01496,2.30927,0.044,4.4e-06,5.705986098142961e-06,1.905364032789583e-06,0.6887,0.43014
e6p__lam-1e-4__s0,91,0.0001,0.72827,0.41575,0.97377,2.1177900000000003,0.04408,4.408e-06,6.0527002348030265e-06,2.0814150600390026e-06,0.67458,0.41695
e6p__lam-1e-4__s0,92,0.0001,0.68769,0.38157,0.95341,2.02267,0.04488,4.488000000000001e-06,6.5261963966322046e-06,2.21884934270049e-06,0.68257,0.42635
e6p__lam-1e-4__s0,93,0.0001,0.67792,0.37465,0.95071,2.00328,0.04398,4.398e-06,6.48749114939816e-06,2.1953995447466153e-06,0.68149,0.42654
e6p__lam-1e-4__s0,94,0.0001,0.6697,0.37326,0.94355,1.98651,0.04325,4.325e-06,6.458115574137674e-06,2.1771851135911724e-06,0.68223,0.42642
e6p__lam-1e-4__s0,95,0.0001,0.66567,0.37304,0.94648,1.98519,0.0418,4.18e-06,6.279387684588459e-06,2.1055919080793273e-06,0.68269,0.42841
e6p__lam-1e-4__s0,96,0.0001,0.65601,0.36425,0.94245,1.96271,0.0411,4.11e-06,6.265148397128092e-06,2.094043439937637e-06,0.68549,0.42894
e6p__lam-1e-4__s0,97,0.0001,0.65018,0.36196,0.93895,1.95109,0.0409,4.09e-06,6.290565689501369e-06,2.0962641395322613e-06,0.68456,0.42907
e6p__lam-1e-4__s0,98,0.0001,0.65167,0.36159,0.94112,1.95438,0.04014,4.014e-06,6.159559286141759e-06,2.0538482792496854e-06,0.68676,0.42981
e6p__lam-1e-4__s0,99,0.0001,0.64464,0.36105,0.94066,1.94635,0.03976,3.976e-06,6.167783569123852e-06,2.0427980579032545e-06,0.68536,0.42961
e6p__lam-1e-4__s0,100,0.0001,0.64135,0.35476,0.93563,1.93174,0.03983,3.983e-06,6.21033756918999e-06,2.0618716804538914e-06,0.68658,0.42867
e6p__lam-1e-4__s1,1,0.0001,1.43793,2.14208,1.41578,4.9957899999999995,0.07395,7.395e-06,5.142809455258601e-06,1.4802463674413859e-06,0.6047,0.35703
e6p__lam-1e-4__s1,2,0.0001,1.42397,1.63074,1.40902,4.46373,0.09355,9.355e-06,6.5696608776870295e-06,2.0957808828042915e-06,0.52676,0.2997
e6p__lam-1e-4__s1,3,0.0001,1.48916,1.71942,1.47356,4.68214,0.16589,1.6589000000000003e-05,1.1139837223669722e-05,3.5430380125327312e-06,0.44078,0.23847
e6p__lam-1e-4__s1,4,0.0001,1.49564,1.69794,1.47877,4.67235,0.17585,1.7585000000000002e-05,1.1757508491348186e-05,3.763630721157448e-06,0.50106,0.28289
e6p__lam-1e-4__s1,5,0.0001,1.47259,1.66959,1.48831,4.63049,0.1664,1.664e-05,1.1299818686803522e-05,3.593572170547825e-06,0.5204,0.28635
e6p__lam-1e-4__s1,6,0.0001,1.44918,1.58205,1.4515,4.48273,0.15352,1.5351999999999998e-05,1.0593577057370373e-05,3.424698788461495e-06,0.55155,0.3138
e6p__lam-1e-4__s1,7,0.0001,1.42096,1.51765,1.44019,4.3788,0.1407,1.4069999999999999e-05,9.901756558946065e-06,3.2132090983831183e-06,0.55986,0.32235
e6p__lam-1e-4__s1,8,0.0001,1.41198,1.48144,1.42785,4.32127,0.13313,1.3313000000000001e-05,9.428603804586467e-06,3.0808072626797216e-06,0.56902,0.32424
e6p__lam-1e-4__s1,9,0.0001,1.37975,1.42666,1.40242,4.20883,0.12062,1.2062e-05,8.742163435404965e-06,2.865879591240321e-06,0.58529,0.33297
e6p__lam-1e-4__s1,10,0.0001,1.37736,1.4043,1.40698,4.1886399999999995,0.10105,1.0105e-05,7.336498809316375e-06,2.4124775583482948e-06,0.59544,0.34467
e6p__lam-1e-4__s1,11,0.0001,1.36186,1.36271,1.38783,4.1124,0.09356,9.356000000000002e-06,6.870016007519129e-06,2.2750705184320597e-06,0.60202,0.3477
e6p__lam-1e-4__s1,12,0.0001,1.3315,1.30038,1.37103,4.00291,0.11532,1.1532e-05,8.660908749530606e-06,2.880904142236523e-06,0.59382,0.34756
e6p__lam-1e-4__s1,13,0.0001,1.32278,1.29624,1.36061,3.9796300000000002,0.11097,1.1097e-05,8.389150123225329e-06,2.7884501825546596e-06,0.59878,0.35012
e6p__lam-1e-4__s1,14,0.0001,1.31939,1.27409,1.3537,3.94718,0.09563,9.563000000000001e-06,7.248046445705971e-06,2.4227423122330377e-06,0.59735,0.34308
e6p__lam-1e-4__s1,15,0.0001,1.28905,1.23651,1.34602,3.87158,0.08365,8.365e-06,6.489275047515612e-06,2.1606165958084297e-06,0.62415,0.37076
e6p__lam-1e-4__s1,16,0.0001,1.29151,1.22326,1.34227,3.85704,0.08794,8.794e-06,6.809083940503752e-06,2.2799867255719414e-06,0.6353,0.37591
e6p__lam-1e-4__s1,17,0.0001,1.27388,1.16756,1.32739,3.7688300000000003,0.09362,9.362e-06,7.34920086664364e-06,2.4840600398532168e-06,0.64171,0.3818
e6p__lam-1e-4__s1,18,0.0001,1.26394,1.15471,1.31937,3.7380199999999997,0.08085,8.085000000000001e-06,6.396664398626518e-06,2.16290977576364e-06,0.63785,0.38037
e6p__lam-1e-4__s1,19,0.0001,1.24526,1.13944,1.30995,3.69465,0.06925,6.925000000000001e-06,5.561087644347365e-06,1.8743318040951105e-06,0.63969,0.37897
e6p__lam-1e-4__s1,20,0.0001,1.23888,1.10983,1.29792,3.64663,0.07056,7.056e-06,5.69546687330492e-06,1.934937188582335e-06,0.64013,0.37994
e6p__lam-1e-4__s1,21,0.0001,1.23618,1.11397,1.29795,3.6481000000000003,0.07292,7.292e-06,5.898817324337879e-06,1.9988487157698526e-06,0.63843,0.37749
e6p__lam-1e-4__s1,22,0.0001,1.22561,1.09328,1.29817,3.6170600000000004,0.07329,7.329e-06,5.979879406989172e-06,2.026231248583103e-06,0.64246,0.38806
e6p__lam-1e-4__s1,23,0.0001,1.21899,1.07798,1.28706,3.5840300000000003,0.06671,6.671000000000001e-06,5.472563351627167e-06,1.8613125448168683e-06,0.66079,0.39902
e6p__lam-1e-4__s1,24,0.0001,1.20864,1.05003,1.28084,3.53951,0.07341,7.3410000000000005e-06,6.07376886417792e-06,2.0740158948555027e-06,0.66362,0.39958
e6p__lam-1e-4__s1,25,0.0001,1.20333,1.02766,1.26854,3.49953,0.07528,7.528000000000001e-06,6.2559730082354805e-06,2.151146011035768e-06,0.67181,0.40969
e6p__lam-1e-4__s1,26,0.0001,1.18889,1.02201,1.26969,3.4805900000000003,0.06524,6.5240000000000006e-06,5.487471507035975e-06,1.874394858342982e-06,0.65119,0.39015
e6p__lam-1e-4__s1,27,0.0001,1.16783,0.99887,1.2543,3.4210000000000003,0.10377,1.0377e-05,8.885711105212233e-06,3.033323589593686e-06,0.65619,0.39774
e6p__lam-1e-4__s1,28,0.0001,1.16267,0.98116,1.24519,3.3890200000000004,0.09546,9.546000000000001e-06,8.210412240790594e-06,2.816743483366873e-06,0.65951,0.39932
e6p__lam-1e-4__s1,29,0.0001,1.1553,0.97553,1.24402,3.37485,0.07353,7.353000000000001e-06,6.364580628408206e-06,2.178763500600027e-06,0.66245,0.39683
e6p__lam-1e-4__s1,30,0.0001,1.15408,0.96435,1.24483,3.3632600000000004,0.0702,7.0200000000000006e-06,6.08276722584223e-06,2.087260574561586e-06,0.66356,0.40366
e6p__lam-1e-4__s1,31,0.0001,1.15094,0.94553,1.23955,3.33602,0.05471,5.471000000000001e-06,4.753505830017204e-06,1.6399781775888636e-06,0.66105,0.40296
e6p__lam-1e-4__s1,32,0.0001,1.12887,0.92748,1.22069,3.2770400000000004,0.04761,4.761e-06,4.217491828111297e-06,1.4528354856822007e-06,0.66848,0.40518
e6p__lam-1e-4__s1,33,0.0001,1.12973,0.92726,1.22942,3.28641,0.04513,4.513000000000001e-06,3.994759809866075e-06,1.3732309723984531e-06,0.67299,0.4072
e6p__lam-1e-4__s1,34,0.0001,1.11373,0.9053,1.21539,3.23442,0.05823,5.823e-06,5.228376716080198e-06,1.8003227781178697e-06,0.67206,0.41262
e6p__lam-1e-4__s1,35,0.0001,1.11954,0.89226,1.20594,3.21774,0.05665,5.665e-06,5.060113975382747e-06,1.760552437425025e-06,0.67278,0.41036
e6p__lam-1e-4__s1,36,0.0001,1.09906,0.88346,1.20479,3.18731,0.04673,4.673e-06,4.251815187523885e-06,1.4661266083311632e-06,0.66827,0.40569
e6p__lam-1e-4__s1,37,0.0001,1.09675,0.87224,1.204,3.1729899999999995,0.04706,4.706e-06,4.290859357191704e-06,1.48314365945055e-06,0.67355,0.41227
e6p__lam-1e-4__s1,38,0.0001,1.08997,0.86061,1.19197,3.14255,0.06301,6.301e-06,5.780893052102351e-06,2.00505958536857e-06,0.68081,0.41556
e6p__lam-1e-4__s1,39,0.0001,1.0837,0.85075,1.18932,3.12377,0.06212,6.212000000000001e-06,5.732213712281997e-06,1.9886227219033416e-06,0.67736,0.41697
e6p__lam-1e-4__s1,40,0.0001,1.06957,0.83068,1.18392,3.08417,0.05546,5.546000000000001e-06,5.185261366717467e-06,1.7982147546989955e-06,0.68005,0.41842
e6p__lam-1e-4__s1,41,0.0001,1.06779,0.83217,1.18472,3.08468,0.05064,5.064e-06,4.742505548843874e-06,1.6416613716819897e-06,0.67089,0.40927
e6p__lam-1e-4__s1,42,0.0001,1.06104,0.82313,1.17401,3.05818,0.04508,4.508000000000001e-06,4.2486616904169505e-06,1.4740793543872502e-06,0.6726,0.40932
e6p__lam-1e-4__s1,43,0.0001,1.0503,0.81191,1.17397,3.03618,0.04445,4.445000000000001e-06,4.232124155003333e-06,1.464010697652972e-06,0.6793,0.41449
e6p__lam-1e-4__s1,44,0.0001,1.03747,0.79033,1.16678,2.99458,0.05009,5.009000000000001e-06,4.82809141469151e-06,1.6726886575078978e-06,0.67442,0.41707
e6p__lam-1e-4__s1,45,0.0001,1.05118,0.80098,1.16711,3.01927,0.07143,7.143e-06,6.7952206092201145e-06,2.365803654525763e-06,0.67726,0.4171
e6p__lam-1e-4__s1,46,0.0001,1.0283,0.77567,1.15701,2.96098,0.08169,8.169000000000001e-06,7.94417971409122e-06,2.758883883038724e-06,0.6778,0.42036
e6p__lam-1e-4__s1,47,0.0001,1.01351,0.75644,1.14644,2.91639,0.08005,8.005e-06,7.898294047419365e-06,2.744831795473171e-06,0.6835,0.41914
e6p__lam-1e-4__s1,48,0.0001,1.0241,0.77199,1.15132,2.9474099999999996,0.06713,6.713e-06,6.555023923444976e-06,2.277592869672017e-06,0.68011,0.41477
e6p__lam-1e-4__s1,49,0.0001,1.00321,0.75984,1.14222,2.90527,0.0526,5.2600000000000005e-06,5.243169426142085e-06,1.8105029825110921e-06,0.68415,0.42
e6p__lam-1e-4__s1,50,0.0001,1.00693,0.75256,1.14339,2.9028799999999997,0.06535,6.535000000000001e-06,6.490024132759974e-06,2.2512125888772535e-06,0.68021,0.4152
e6p__lam-1e-4__s1,51,0.0001,1.00281,0.75774,1.14657,2.90712,0.0688,6.88e-06,6.860721372942033e-06,2.36660337378574e-06,0.68224,0.41619
e6p__lam-1e-4__s1,52,0.0001,0.99706,0.73713,1.13927,2.8734599999999997,0.06102,6.102e-06,6.119992778769583e-06,2.123572278716252e-06,0.68225,0.42168
e6p__lam-1e-4__s1,53,0.0001,0.97908,0.71589,1.12905,2.82402,0.05309,5.309e-06,5.4224373902030485e-06,1.8799441930297945e-06,0.68349,0.41829
e6p__lam-1e-4__s1,54,0.0001,0.97472,0.71911,1.11785,2.81168,0.0477,4.77e-06,4.89371306631648e-06,1.6964946224321403e-06,0.68559,0.42376
e6p__lam-1e-4__s1,55,0.0001,0.97813,0.71882,1.12912,2.82607,0.04163,4.163000000000001e-06,4.256080480099782e-06,1.4730703768838e-06,0.69265,0.42804
e6p__lam-1e-4__s1,56,0.0001,0.95172,0.69166,1.10737,2.75075,0.04056,4.056e-06,4.261757659815912e-06,1.4745069526492775e-06,0.68517,0.41953
e6p__lam-1e-4__s1,57,0.0001,0.96024,0.68943,1.11011,2.75978,0.04792,4.792e-06,4.9904190619011915e-06,1.7363702903854654e-06,0.68765,0.42511
e6p__lam-1e-4__s1,58,0.0001,0.95228,0.69841,1.11342,2.76411,0.05678,5.678e-06,5.962532028395009e-06,2.0541874238000658e-06,0.67279,0.41295
e6p__lam-1e-4__s1,59,0.0001,0.94639,0.6906,1.11212,2.74911,0.05316,5.3160000000000004e-06,5.61713458510762e-06,1.9337167301417553e-06,0.67632,0.41253
e6p__lam-1e-4__s1,60,0.0001,0.93828,0.67867,1.10517,2.7221200000000003,0.05113,5.113000000000001e-06,5.449332821758964e-06,1.8783154306202519e-06,0.68615,0.42284
e6p__lam-1e-4__s1,61,0.0001,0.92944,0.66101,1.0912,2.6816500000000003,0.05054,5.054e-06,5.437682905835772e-06,1.8846605634590642e-06,0.68592,0.42299
e6p__lam-1e-4__s1,62,0.0001,0.91367,0.66206,1.09051,2.66624,0.04988,4.988e-06,5.459301498352797e-06,1.8707993278924629e-06,0.6798,0.41938
e6p__lam-1e-4__s1,63,0.0001,0.92528,0.66948,1.10156,2.69632,0.05262,5.262000000000001e-06,5.68692720041501e-06,1.951548777593164e-06,0.67898,0.42133
e6p__lam-1e-4__s1,64,0.0001,0.91039,0.64006,1.08454,2.63499,0.0556,5.56e-06,6.107272707301266e-06,2.110064933832766e-06,0.68518,0.42544
e6p__lam-1e-4__s1,65,0.0001,0.91083,0.65085,1.08777,2.64945,0.06041,6.041e-06,6.632412195470066e-06,2.2800958689539343e-06,0.68058,0.42056
e6p__lam-1e-4__s1,66,0.0001,0.89262,0.63206,1.07418,2.59886,0.06256,6.256000000000001e-06,7.008581479240887e-06,2.407209314853436e-06,0.6894,0.42503
e6p__lam-1e-4__s1,67,0.0001,0.89811,0.63208,1.08285,2.61304,0.0607,6.07e-06,6.758637583369521e-06,2.322964822582127e-06,0.67805,0.41775
e6p__lam-1e-4__s1,68,0.0001,0.88461,0.6256,1.07552,2.58573,0.05588,5.5880000000000005e-06,6.316908015961837e-06,2.161091838668384e-06,0.68465,0.42043
e6p__lam-1e-4__s1,69,0.0001,0.89624,0.63487,1.07652,2.60763,0.05402,5.402e-06,6.0274033740962245e-06,2.071612920544709e-06,0.68475,0.42457
e6p__lam-1e-4__s1,70,0.0001,0.8759,0.61248,1.06501,2.5533900000000003,0.05795,5.795e-06,6.616052060737528e-06,2.2695318772298788e-06,0.68218,0.41837
e6p__lam-1e-4__s1,71,0.0001,0.86643,0.60977,1.06209,2.53829,0.06193,6.193e-06,7.14772110845654e-06,2.439831540131348e-06,0.69105,0.42922
e6p__lam-1e-4__s1,72,0.0001,0.86846,0.60285,1.06203,2.53334,0.06785,6.784999999999999e-06,7.812679916173456e-06,2.678282425572564e-06,0.68308,0.423
e6p__lam-1e-4__s1,73,0.0001,0.85623,0.59755,1.05454,2.5083200000000003,0.07014,7.014e-06,8.191724186258365e-06,2.796293933788352e-06,0.68341,0.42466
e6p__lam-1e-4__s1,74,0.0001,0.85443,0.60223,1.06233,2.51899,0.07563,7.563e-06,8.851515045117799e-06,3.0023938165693394e-06,0.68835,0.4274
e6p__lam-1e-4__s1,75,0.0001,0.85099,0.5901,1.05527,2.49636,0.07259,7.259e-06,8.530064983137288e-06,2.9078338060215675e-06,0.69163,0.42907
e6p__lam-1e-4__s1,76,0.0001,0.85287,0.58843,1.05241,2.49371,0.06974,6.974e-06,8.177096157679365e-06,2.796636337023952e-06,0.68655,0.42591
e6p__lam-1e-4__s1,77,0.0001,0.8427,0.58712,1.04601,2.47583,0.07139,7.139e-06,8.471579447015546e-06,2.8834774600840926e-06,0.69404,0.43215
e6p__lam-1e-4__s1,78,0.0001,0.82986,0.57776,1.04504,2.45266,0.07,7.000000000000001e-06,8.43515773744969e-06,2.854044180603916e-06,0.69061,0.42697
e6p__lam-1e-4__s1,79,0.0001,0.83423,0.57472,1.04458,2.4535299999999998,0.07438,7.438000000000001e-06,8.9160063771382e-06,3.0315504599495424e-06,0.67997,0.4239
e6p__lam-1e-4__s1,80,0.0001,0.81946,0.57155,1.04412,2.43513,0.07237,7.237e-06,8.831425572938278e-06,2.9719152570909972e-06,0.68416,0.42451
e6p__lam-1e-4__s1,81,0.0001,0.82986,0.58449,1.048,2.46235,0.07384,7.384000000000001e-06,8.897886390475502e-06,2.9987613458687846e-06,0.68542,0.42386
e6p__lam-1e-4__s1,82,0.0001,0.81761,0.5621,1.03661,2.41632,0.07396,7.396e-06,9.045877618913664e-06,3.0608528671699114e-06,0.6872,0.42802
e6p__lam-1e-4__s1,83,0.0001,0.79826,0.55052,1.03253,2.38131,0.07792,7.792000000000001e-06,9.761230676721872e-06,3.272148523291802e-06,0.68699,0.42676
e6p__lam-1e-4__s1,84,0.0001,0.80064,0.55066,1.02863,2.37993,0.07541,7.541000000000001e-06,9.41871502797762e-06,3.1685805885047045e-06,0.68862,0.42857
e6p__lam-1e-4__s1,85,0.0001,0.8048,0.54983,1.03354,2.3881699999999997,0.07159,7.159e-06,8.89537773359841e-06,2.9976927940640747e-06,0.68532,0.42675
e6p__lam-1e-4__s1,86,0.0001,0.79363,0.55219,1.02762,2.3734399999999996,0.07257,7.257e-06,9.144059574360848e-06,3.0575872994472164e-06,0.69006,0.42893
e6p__lam-1e-4__s1,87,0.0001,0.77877,0.53309,1.01784,2.3297,0.07452,7.452000000000001e-06,9.568935629261529e-06,3.198695110958493e-06,0.68822,0.42768
e6p__lam-1e-4__s1,88,0.0001,0.78308,0.53355,1.02436,2.3409899999999997,0.07544,7.543999999999999e-06,9.63375389487664e-06,3.2225682296806055e-06,0.68762,0.42582
e6p__lam-1e-4__s1,89,0.0001,0.78834,0.53553,1.02487,2.34874,0.07775,7.775000000000001e-06,9.862495877413299e-06,3.3102855147866523e-06,0.68668,0.42621
e6p__lam-1e-4__s1,90,0.0001,0.77845,0.53407,1.02307,2.33559,0.07967,7.967e-06,1.0234440233797932e-05,3.4111295218766995e-06,0.68969,0.42886
e6p__lam-1e-4__s1,91,0.0001,0.72649,0.41314,0.98014,2.11977,0.07324,7.3240000000000005e-06,1.0081350052994536e-05,3.455091825999991e-06,0.67821,0.42022
e6p__lam-1e-4__s1,92,0.0001,0.68724,0.38344,0.95551,2.0261899999999997,0.07416,7.416000000000001e-06,1.0790990047145103e-05,3.660071365469182e-06,0.67821,0.42033
e6p__lam-1e-4__s1,93,0.0001,0.67833,0.37869,0.95494,2.01196,0.07578,7.578e-06,1.1171553668568395e-05,3.7664764707051827e-06,0.67972,0.42147
e6p__lam-1e-4__s1,94,0.0001,0.67302,0.37335,0.94902,1.99539,0.0765,7.65e-06,1.1366675581706338e-05,3.8338369942717965e-06,0.68284,0.42442
e6p__lam-1e-4__s1,95,0.0001,0.66055,0.36746,0.94239,1.9704000000000002,0.0775,7.75e-06,1.1732647036560443e-05,3.933211530653674e-06,0.68294,0.42562
e6p__lam-1e-4__s1,96,0.0001,0.66207,0.36562,0.94963,1.97732,0.07736,7.736e-06,1.1684565076200401e-05,3.912366233083163e-06,0.68268,0.42612
e6p__lam-1e-4__s1,97,0.0001,0.66033,0.36509,0.94257,1.96799,0.07689,7.689e-06,1.1644177911044479e-05,3.907032047927073e-06,0.68152,0.42515
e6p__lam-1e-4__s1,98,0.0001,0.65361,0.36225,0.93762,1.9534799999999999,0.07635,7.635e-06,1.168127782622665e-05,3.908409607469747e-06,0.68194,0.42527
e6p__lam-1e-4__s1,99,0.0001,0.64937,0.36024,0.94033,1.9499399999999998,0.0764,7.64e-06,1.1765249395568011e-05,3.9180692739263775e-06,0.68204,0.42757
e6p__lam-1e-4__s1,100,0.0001,0.64293,0.35309,0.93359,1.92961,0.07689,7.689e-06,1.1959311278055154e-05,3.984743030975171e-06,0.68174,0.42796
e6p__lam-1e-4__s2,1,0.0001,1.42985,2.14061,1.40888,4.9793400000000005,0.07479,7.479e-06,5.230618596356261e-06,1.5020062899902396e-06,0.61163,0.36039
e6p__lam-1e-4__s2,2,0.0001,1.43033,1.61888,1.40656,4.45577,0.09415,9.415e-06,6.582397069207805e-06,2.112990571775473e-06,0.4923,0.27621
e6p__lam-1e-4__s2,3,0.0001,1.47082,1.68192,1.45542,4.60816,0.15891,1.5891e-05,1.0804177261663562e-05,3.448447970556578e-06,0.45796,0.2496
e6p__lam-1e-4__s2,4,0.0001,1.48853,1.72156,1.48147,4.69156,0.18241,1.8241e-05,1.2254371762745798e-05,3.888045767292755e-06,0.50256,0.27272
e6p__lam-1e-4__s2,5,0.0001,1.47779,1.6206,1.45527,4.553660000000001,0.17224,1.7224e-05,1.1655241949126737e-05,3.7824519177979903e-06,0.49965,0.27528
e6p__lam-1e-4__s2,6,0.0001,1.44945,1.58474,1.45653,4.49072,0.15772,1.5772e-05,1.0881368795060196e-05,3.5121316848968545e-06,0.52935,0.29819
e6p__lam-1e-4__s2,7,0.0001,1.4237,1.52117,1.42838,4.37325,0.14959,1.4959e-05,1.0507129310950341e-05,3.420568227290917e-06,0.53736,0.30276
e6p__lam-1e-4__s2,8,0.0001,1.40495,1.48971,1.41662,4.31128,0.13625,1.3625e-05,9.69785401615716e-06,3.160314338201184e-06,0.56632,0.32526
